"Temperatura","pH","Oxígeno disuelto","Conductividad","Alcalinidad total","Cloruros totales","Fluoruros","Nitrógeno amoniacal","DBO","DQO","Grasas y aceites","Fósforo total","SST","Sulfuros","Aluminio","Arsénico","Bario","Cadmio","Cobre","Cromo","Fierro","Manganeso","Mercurio","Níquel","Plomo","Zinc","Coliformes fecales","Fenoles","Plata","Temp. ambiente","fecha","año","mes","est"
28.8,9.01,7.3,638,192.73,33.59,5.47,0.5,2.29,31.99,8.37,0.9,13,1.39,0.7194,0.0136,0.0075,0.0005,0.05,0.05,0.604,0.07,0.00168,0.1,0.0025,0.02,230,0.01,,,2016-06-06,"2016","6","RV-05"
25,8.35,7.22,703,191.41,27.94,4.09,0.5,3.35,38.7,8.37,0.44,19,1.3,1.144,0.0145,0.0052,0.0005,0.05,0.05,0.815,0.055,0.0019,0.1,0.0025,0.02,150,0.01,,,2016-06-06,"2016","6","RV-06"
23.3,7.97,5.51,934,340.58,54.81,1.61,12.58,13.95,69.14,8.37,3.99,142,0.1,8.536,0.0025,0.0275,0.0005,0.05,0.05,3.176,0.217,0.00109,0.1,0.0025,0.127,11000,0.01,0.05,,2016-08-01,"2016","8","RV-01"
23.7,8.03,7.72,927,322.52,50.51,1.52,8.87,13.05,61.92,8.37,3.38,157,0.1,27.8575,0.003,0.0325,0.0005,0.05,0.05,14.857,0.363,0.00135,0.1,0.0025,0.141,75000,0.01,0.05,,2016-08-01,"2016","8","RV-02"
24.6,7.83,4.71,664,233.01,39.48,1.31,4.91,14.79,79.46,8.37,2.54,420,0.1,25.025,0.0029,0.0296,0.0005,0.05,0.05,3.82,0.261,0.00131,0.1,0.0025,0.086,93000,0.01,0.05,,2016-08-01,"2016","8","RV-03"
25.9,7.94,6.6,450,138.39,14.72,1.07,0.5,11.61,89.27,8.47,1.98,473,1.27,13.442,0.0025,0.0325,0.0005,0.05,0.05,17.35,0.395,0.00144,0.1,0.0025,0.192,24000,0.01,0.05,,2016-08-01,"2016","8","RV-04"
24.3,8.1,7.54,412,64.58,13.13,1.07,0.5,7.7,150.07,24.39,2.36,770,1.7,23.859,0.0034,0.0367,0.0005,0.05,0.05,24.396,0.722,0.00149,0.1,0.0025,0.219,460000,0.01,0.5,,2016-08-01,"2016","8","RV-05"
24,8.2,7.55,452,155.08,30.63,1.27,0.5,6.45,118.53,10.79,2.1,780,0.93,20.845,0.0034,0.0342,0.0005,0.05,0.05,23.783,0.697,0.0018,0.1,0.0025,0.247,46000,0.01,0.05,,2016-08-01,"2016","8","RV-06"
19.5,8.94,8.38,,246.39,33.46,2,0.5,5.79,25,,,,,2.1065,0.0025,0.1015,0.0005,0.05,0.05,1.043,0.139,0.0005,0.0025,62.5,0.02,40,0.01,,,2016-11-07,"2016","11","RV-03"
21.8,8.7,7.62,,246.39,33.46,2,0.5,5.79,25,,,,,1.6456,0.0025,0.068,0.0005,0.05,0.05,0.754,0.075,0.0005,0.0025,56.9,0.02,90,0.01,,,2016-11-07,"2016","11","RV-04"
21.6,8.81,8.21,,177.28,23.74,1.53,0.5,7.39,45.1,,,,,1.0692,0.0025,0.0595,0.0005,0.05,0.05,0.567,0.061,0.0005,,0.0025,0.02,430,0.01,,,2016-11-07,"2016","11","RV-05"
22,8.53,7.55,,164.59,19.95,2.13,0.5,1.68,25,,,,,1.0208,0.0025,0.049,0.0005,0.05,0.05,0.628,0.05,0.0005,,0.0025,0.02,40,0.01,,,2016-11-07,"2016","11","RV-06"
16.2,9.38,,,335.57,45.65,2.64,0.5,12.42,106.33,,,,,1.142,0.053,0.2083,0.0005,0.05,0.05,0.66,0.103,0.00062,0.0025,98.6,0.02,3,0.01,,,2016-12-06,"2016","12","RV-03"
18.1,9.24,7.24,,295.95,38.73,2.64,0.5,12.41,91.73,,,,,1.1308,0.0064,0.1415,0.0005,0.05,0.05,0.66,0.103,0.00055,0.0025,99.5,0.02,430,0.01,,,2016-12-06,"2016","12","RV-04"
17.3,8.79,,,244.18,30.58,3.89,0.5,7.38,69.1,,,,,1.3849,0.0067,0.1789,0.0005,0.05,0.05,0.846,0.094,0.0005,,0.0025,0.02,15000,0.01,,,2016-12-06,"2016","12","RV-05"
18.4,8.98,,,226.68,26.01,3.38,0.5,5.61,52.42,,,,,1.4102,0.0068,0.1508,0.0005,0.05,0.05,0.818,0.072,0.0005,,0.0025,0.02,230,0.01,,,2016-12-06,"2016","12","RV-06"
18.6,9.09,,1302,476.05,100.79,1.82,0.5,15.24,73.66,8.37,1.44,71,3.67,3.2778,0.0163,0.1899,0.00132,0.05,0.05,1.454,0.383,0.0005,0.1,0.0052,0.02,150,0.01,0.05,,2017-04-26,"2017","4","RV-01"
19.3,9.02,,1082,312.04,66.76,3.82,0.5,13.32,80.04,8.37,1.16,36,4.34,0.5971,0.1854,0.1176,0.0011,0.05,0.05,0.238,0.131,0.00054,0.1,0.0025,0.02,430,0.01,0.05,,2017-04-26,"2017","4","RV-02"
20.4,8.74,,966,333.6,63.69,2.8,0.5,8.2,39.31,8.37,2.01,51,2.27,2.1441,0.0154,0.1968,0.0005,0.05,0.05,1.167,0.223,0.0005,0.1,0.0025,0.543,40,0.01,0.05,,2017-04-28,"2017","4","RV-03"
23.9,8.92,,751,205.01,34.88,6.44,0.5,1.62,25,8.37,0.5,13,3.61,0.8595,0.206,0.1255,0.0005,0.05,0.05,0.476,0.05,0.0005,0.1,0.0034,0.429,200,0.01,0.05,,2017-04-28,"2017","4","RV-04"
24.5,9.1,,612,182.1,24.62,3.81,0.5,7.56,25,8.37,0.38,13,3.59,0.6681,0.0067,0.0373,0.0005,0.05,0.05,0.441,0.051,0.0005,0.1,0.0025,0.02,150,0.01,0.05,,2017-05-02,"2017","5","RV-05"
25.4,8.89,,677,194.81,29.94,4.71,0.5,6.54,25,8.37,0.46,11,3.67,0.5844,0.0202,0.0971,0.0005,0.05,0.05,0.377,0.05,0.0005,0.1,0.0034,0.02,150,0.01,0.05,,2017-04-26,"2017","4","RV-06"
24.1,8.24,,1254,433.42,100.78,1.91,0.5,10.2,111.47,8.37,1.23,19,7.86,0.7226,0.007,0.19,0.00213,0.05,0.05,0.281,0.489,0.00094,0.1,0.0025,0.02,2400,0.01,0.05,,2017-06-12,"2017","6","RV-01"
23.7,9.08,,997,369.43,72.86,3.85,0.5,11.04,50.5,8.37,1.79,22,8.5,0.8451,0.006,0.1931,0.0005,0.05,0.05,0.32,0.099,0.00052,0.1,0.0025,0.02,3,0.01,0.05,,2017-06-06,"2017","6","RV-03"
27.6,8.97,,703,181.37,32.39,9.25,0.5,2.68,26.5,8.37,0.37,8,1.99,0.9794,0.0091,0.1494,0.0005,0.05,0.05,0.403,0.05,0.0005,0.1,0.0025,0.02,430,0.01,0.05,,2017-06-06,"2017","6","RV-04"
27.3,9.32,,589,179.71,25.87,5.83,0.5,2.33,36.9,11.1,0.37,17,2.74,0.9838,0.0085,0.1244,0.0005,0.05,0.05,0.458,0.05,0.0005,0.1,0.0025,0.02,430,0.01,0.05,,2017-06-07,"2017","6","RV-05"
28.9,8.97,,658,184.32,25.83,8.17,0.5,2.27,34.44,11.25,0.37,10,3.67,1.4176,0.0083,0.061,0.00066,0.05,0.05,0.877,0.077,0.00055,0.1,0.0025,0.02,2400,0.01,0.05,,2017-06-07,"2017","6","RV-06"
22.2,8.67,,1141,412.24,82.76,1.98,0.5,8.1,74.52,8.62,1.79,178,0.97,11.0253,0.0074,0.2316,0.00104,0.05,0.05,4.195,0.359,0.0005,0.1,0.0038,0.033,9300,0.01,0.05,,2017-07-03,"2017","7","RV-01"
21,7.69,,408,129,37.58,0.73,1.53,18,97.7,11.9,4.1,304,1.86,15.5447,0.0029,0.1928,0.00237,0.05,0.05,11.026,0.337,0.0007,0.1,0.0099,0.263,1100000,0.01,0.05,,2017-07-05,"2017","7","RV-03"
25,8.51,,629,185.03,30.41,4.57,0.5,4.44,77.83,8.55,1.01,162,1.78,9.9077,0.0025,0.1137,0.00132,0.05,0.05,6.125,0.175,0.0005,0.1,0.007,0.054,4300,0.01,0.05,,2017-07-05,"2017","7","RV-04"
24.8,8.78,,617,157.81,21.79,6.98,0.5,3.15,49.13,10.78,0.37,73,0.52,4.0395,0.0107,0.0934,0.00089,0.05,0.05,2.652,0.119,0.00285,0.1,0.0045,0.028,4300,0.01,0.05,,2017-07-04,"2017","7","RV-05"
24.7,9.04,,851,198.1,49.54,5.26,0.5,4.23,54.1,11.29,0.99,35,0.54,1.7466,0.0099,0.1142,0.0005,0.05,0.05,1.38,0.117,0.00274,0.1,0.0025,0.033,43000,0.01,0.05,,2017-07-04,"2017","7","RV-06"
23,8.13,,864,303.31,53.18,1.79,7.69,33.48,75.1,12.17,4.17,250,2.5,16.9735,0.0046,0.1936,0.00271,0.05,0.05,10.881,0.369,0.0005,0.1,0.0105,0.053,4600,0.01,0.05,,2017-08-10,"2017","8","RV-01"
23,8.29,,523,165.85,26.69,0.91,0.5,10.02,74.59,8.37,2.52,290,3.65,15.4769,0.0045,0.167,0.00231,0.05,0.05,8.929,0.279,0.0005,0.1,0.0046,0.062,4600,0.01,0.05,,2017-08-10,"2017","8","RV-02"
23,8.16,,444,147.48,20.18,0.82,0.5,5.11,54.94,8.37,1.91,135,2.32,10.4646,0.0042,0.1157,0.00151,0.05,0.05,5.756,0.173,0.0005,0.1,0.0045,0.036,46000,0.01,0.05,,2017-08-11,"2017","8","RV-03"
25,8.44,,388,130.02,18.67,0.79,0.5,4.01,55.94,8.37,1.51,102,1.21,3.8761,0.0037,0.0974,0.00067,0.05,0.05,2.165,0.24,0.0005,0.1,0.0025,0.034,46000,0.01,0.05,,2017-08-11,"2017","8","RV-04"
25,8.39,,318,102.88,16.78,0.89,0.5,3.09,53.93,8.37,1.15,155,1.8,9.716,0.0032,0.1157,0.0014,2.266,0.05,5.874,0.184,0.0005,0.1,0.0202,0.917,9300,0.01,0.05,,2017-08-16,"2017","8","RV-05"
25,8.45,,281,95.4,13.91,0.79,0.5,7.71,55.94,8.37,1.22,188,5.3,17.5345,0.0036,0.1523,0.00269,0.223,0.05,10.152,0.234,0.0005,0.1,0.0067,0.125,15000,0.01,0.05,,2017-08-16,"2017","8","RV-06"
22,8,,724,242.09,38.82,1.39,9.24,28.92,37.09,11.4,3.09,129,4.45,7.1254,0.0025,0.1212,0.00107,0.05,0.05,3.682,0.198,0.00058,0.1,0.0064,0.04,24000,0.01,0.05,,2017-09-11,"2017","9","RV-01"
22,8.02,,562,175.93,27.17,1.24,4.13,31.68,45.38,23.84,2.24,175,1.1,11.6301,0.0025,0.1446,0.00169,0.05,0.05,5.202,0.184,0.00074,0.1,0.0059,0.04,9300,0.01,0.05,,2017-09-11,"2017","9","RV-02"
22,7.79,,486,139.99,20.49,0.91,0.92,11.85,36.6,10.27,1.76,83,1.19,9.0475,0.0025,0.115,0.00128,0.05,0.05,4.1,0.139,0.0005,0.1,0.005,0.039,9300,0.01,0.05,,2017-09-13,"2017","9","RV-03"
23,8.17,,460,132.81,22.61,0.92,0.5,6.04,36.11,13.03,1.69,67,1.29,7.8691,0.0025,0.1054,0.00119,0.05,0.05,3.72,0.115,0.0005,0.1,0.005,0.027,2400,0.01,0.05,,2017-09-13,"2017","9","RV-04"
24,8.53,,403,120.27,17.96,0.81,0.5,3.17,27.82,19.55,1.15,30,2.1,4.0823,0.0025,0.1088,0.00077,0.05,0.05,2.021,0.074,0.0005,0.1,0.0025,0.02,4600,0.01,0.05,,2017-09-18,"2017","9","RV-05"
24,8.41,,400.2,117.94,17.91,0.86,0.5,3.12,27.33,16.85,1.21,39,2.32,4.5193,0.0025,0.134,0.00093,0.05,0.05,2.125,0.075,0.0005,0.1,0.0025,0.037,2400,0.01,0.05,,2017-09-18,"2017","9","RV-06"
22,7.9,5.31,680,219.09,37.62,1.3,9.3,15.03,67.39,11.39,2.49,103,,4.9465,0.0047,0.1246,0.00082,0.05,0.05,2.448,0.163,0.0005,0.1,0.0047,0.051,,0.01,0.05,,2017-10-02,"2017","10","RV-01"
22,7.72,5.33,453,139.28,21.55,0.99,1.89,12.87,76.13,8.37,1.58,158,4.16,9.5435,0.005,0.1861,0.0013,0.05,0.05,4.04,0.132,0.0005,0.1,0.005,0.031,460000,0.01,0.05,,2017-10-02,"2017","10","RV-02"
22,8.05,5.93,470.1,154.66,19.52,1.42,0.5,11.55,44.08,10.32,1.87,140,4.06,8.3717,0.0039,0.2052,0.00108,0.05,0.05,3.657,0.15,0.0005,0.1,0.0039,0.02,11000000,0.01,0.05,,2017-10-09,"2017","10","RV-03"
23,8.49,7.49,446.1,148.79,19.34,1.37,0.5,5.49,36.19,18.2,1.64,142,3.75,9.6927,0.0037,0.189,0.00126,0.05,0.05,3.657,0.115,0.0005,0.1,0.0051,0.02,4600000,0.01,0.05,,2017-10-09,"2017","10","RV-04"
24,7.91,8.56,425.8,142.92,22.29,0.91,0.5,4.64,33.88,8.37,1.83,96,5.56,8.0142,0.0146,0.1352,0.00061,0.05,0.05,3.106,0.108,0.00061,0.1,0.0025,0.02,11000,0.01,0.05,,2017-10-11,"2017","10","RV-05"
23,8.52,7.89,431.1,142.11,20.4,0.94,0.5,2.79,30.49,8.37,1.44,68,5.34,6.4512,0.0025,0.1644,0.00052,0.05,0.05,2.762,0.102,0.00076,0.1,0.0025,0.02,24000,0.01,0.05,,2017-10-11,"2017","10","RV-06"
17,9.03,10.35,851.3,294.69,39.34,3.22,0.5,7.59,37.29,8.37,1.3,50,0.99,3.8727,0.0025,0.1902,0.00084,0.05,0.05,2.105,0.455,0.0005,0.1,0.0035,0.034,930,0.01,0.05,,2017-11-08,"2017","11","RV-01"
17,8.76,5.58,950.3,325.68,63.41,1.89,0.5,10.41,33.51,8.37,2.7,58,1.79,2.5883,0.0025,0.177,0.0005,0.05,0.05,1.4,0.193,0.0005,0.1,0.0025,0.04,930,0.01,0.05,,2017-11-08,"2017","11","RV-02"
21,9.17,16.39,760.5,271.1,39.55,3.04,0.5,12.3,39.18,9.56,1.93,46,2.48,2.659,0.007,0.1597,0.0007,0.05,0.05,1.261,0.162,0.00244,0.1,0.0025,0.022,430,0.01,0.05,,2017-11-06,"2017","11","RV-03"
24,8.68,8.64,678.7,210.98,31.35,3.63,0.5,4.44,25.96,8.37,1.56,46,1.01,3.0604,0.0085,0.1216,0.00058,0.05,0.05,1.404,0.089,0.00179,0.1,0.0025,0.02,230,0.01,0.05,,2017-11-06,"2017","11","RV-04"
22,8.87,15.98,568,179.21,25.61,4.77,0.5,3.88,25,8.37,1.2,35,,2.4829,0.0078,0.1512,0.0005,0.05,0.05,1.225,0.062,0.00275,0.1,0.0025,0.029,4300,0.01,0.05,,2017-11-03,"2017","11","RV-05"
23,8.71,15.53,527.1,161.77,22.54,2.81,0.5,2.86,25,8.37,0.95,22,,2.2824,0.0076,0.1198,0.00069,0.05,0.05,1.153,0.051,0.00208,0.1,0.0025,0.022,2400,0.01,0.05,,2017-11-03,"2017","11","RV-06"
12,8.2,5.12,1211,404.2,77.01,2.28,4.95,5.25,39.31,5.14,3.55,100,2.2,8.7004,0.0045,0.2551,0.00101,0.05,0.05,4.044,0.388,0.0005,0.1,0.0025,0.039,430,0.01,0.05,,2018-01-23,"2018","1","RV-01"
12,8.7,9.72,1008,331.08,49.91,3.13,0.5,9.42,35.78,14.14,1.61,26,4.69,1.3684,0.0049,0.1882,0.0005,0.05,0.05,0.645,0.193,0.0005,0.1,0.0025,0.02,430,0.01,0.05,,2018-01-23,"2018","1","RV-02"
14,9.3,9.17,1002,284.82,55.6,3.06,0.5,12.26,231.43,9.19,1.79,54,2.18,2.0484,0.0059,0.1623,0.0005,0.05,0.05,1.046,0.142,0.0005,0.1,0.0025,0.02,230,0.01,0.05,,2018-01-24,"2018","1","RV-03"
18,9.7,10.02,868.7,242.1,49.73,4.18,0.5,10.48,128.9,6.45,0.94,45,1.05,1.2021,0.007,0.1669,0.0005,0.05,0.05,0.554,0.113,0.0005,0.1,0.0025,0.032,230,0.01,0.05,,2018-01-24,"2018","1","RV-04"
15,9.1,8.6,745,229.57,41.96,4.19,0.5,6.18,35.28,6.05,0.73,28,2.1,1.3066,0.0062,0.1442,0.0005,0.05,0.05,0.664,0.11,0.0005,0.1,0.0025,0.02,230,0.01,0.05,,2018-01-22,"2018","1","RV-05"
16,9.1,9.65,654,213.72,35.01,3.31,0.5,6.63,36.29,26.37,0.58,24,1.8,1.1827,0.0059,0.158,0.0005,0.05,0.05,0.582,0.081,0.0005,0.1,0.0025,0.02,430,0.01,0.05,,2018-01-22,"2018","1","RV-06"
16,8.4,7.1,1191,424.81,71.99,3.05,19.68,10.5,71.74,5.85,5.42,55,5.96,0.7906,0.0045,0.1805,0.0005,0.05,0.05,0.418,0.191,0.001,0.1,0.0085,0.02,7500,0.01,0.05,,2018-02-13,"2018","2","RV-01"
17,8.5,7.9,1111,398.74,64.45,3.44,10.6,11.25,68.1,5.58,3.9,60,5.9,0.9517,0.0054,0.1671,0.0005,0.05,0.05,0.559,0.174,0.00082,0.1,0.0078,0.02,4600,0.01,0.05,,2018-02-13,"2018","2","RV-02"
18,8.4,5.79,978.1,322.55,50.81,4.51,0.76,3.79,38.3,8.65,2.64,68,5.29,1.282,0.0062,0.2254,0.00062,0.082,0.05,0.785,0.117,0.0005,0.1,0.0061,0.026,430,0.01,0.05,,2018-02-14,"2018","2","RV-03"
20,8.1,8.3,976.5,351.86,53.09,3.3,0.5,8.68,55.94,20.96,2.17,43,5.07,0.516,0.0071,0.2526,0.00053,0.05,0.05,0.267,0.092,0.00057,0.1,0.0038,0.02,4600,0.01,0.05,,2018-02-14,"2018","2","RV-04"
19,9.4,8.56,823.3,277.48,40.62,3.92,0.5,6.32,41.95,10.97,0.97,30,5.48,0.4012,0.0076,0.1706,0.00051,0.05,0.05,0.198,0.096,0.00082,0.1,0.0068,0.02,1500,0.01,0.05,,2018-02-12,"2018","2","RV-05"
19,8.7,9.2,1024,345.19,51.26,4.32,0.5,13.95,57.46,6.61,1.09,98,2.15,6.0338,0.0052,0.1472,0.00085,0.05,0.05,2.459,0.314,0.0005,0.1,0.0025,0.072,2400,0.01,0.05,,2018-03-06,"2018","3","RV-01"
18,8.6,8.11,1134,372.87,73.59,3.34,3.55,22.38,106.8,9.79,1.73,53,1.6,2.933,0.0037,0.1384,0.0005,0.05,0.05,1.344,0.427,0.0005,0.1,0.0025,0.039,930,0.01,0.05,,2018-03-06,"2018","3","RV-02"
21,9.1,12.3,954.3,370.5,61.07,3.03,0.5,11.11,101.79,5.14,2.2,50,2.26,1.6273,0.007,0.1134,0.0005,0.05,0.05,0.797,0.2,0.00082,0.1,0.0025,0.029,4300,0.01,0.05,,2018-03-16,"2018","3","RV-03"
23,9.5,9.28,846.4,289.78,49.32,4.52,0.5,6.94,31.23,5.14,1.04,7,1.48,0.1894,0.0077,0.0719,0.0005,0.05,0.05,0.122,0.053,0.0009,0.1,0.0025,0.02,2300,0.01,0.05,,2018-03-16,"2018","3","RV-04"
23,9,6.92,813.7,269.2,46.1,4,0.5,4.64,34.27,9.5,1.35,28,1.5,0.5523,0.0071,0.0794,0.0005,0.05,0.05,0.346,0.07,0.0005,0.1,0.0025,0.02,230,0.01,0.05,,2018-03-05,"2018","3","RV-06"
23,9.4,8.08,844,281.52,49.46,4.41,0.5,8.7,41.33,14.28,1.29,32,1.75,0.5844,0.0069,0.0784,0.0005,0.05,0.05,0.435,0.072,0.00257,0.1,0.0025,0.025,930,0.01,0.05,,2018-03-05,"2018","3","RV-05"
20,8.9,5.22,1171,387.05,60.27,4.25,0.5,8.94,40.83,6.05,1.16,7,1.97,0.8633,0.0065,0.1386,0.0005,0.05,0.05,0.428,0.235,0.00052,0.1,0.0025,0.034,430,0.01,0.05,,2018-04-11,"2018","4","RV-01"
20,9.1,4.25,1179,435.89,89.64,2.85,0.5,17.79,60.78,6.77,1.89,24,2.13,1.7645,0.006,0.1506,0.0005,0.05,0.05,0.814,0.511,0.00056,0.1,0.0025,0.045,930,0.01,0.05,,2018-04-11,"2018","4","RV-02"
23,9,8.92,949.2,404.16,62.98,3.73,0.5,7.44,44.64,5.52,1.9,52,3.56,4.5957,0.0025,0.227,0.00066,0.059,0.05,2.144,0.161,0.00097,0.1,0.0025,0.058,15000,0.01,0.05,,2018-04-20,"2018","4","RV-03"
27,9.2,6.99,738.3,227.64,40.1,8.21,0.5,2.27,21.6,8.93,0.76,7,3.42,0.6857,0.0025,0.1378,0.0005,0.05,0.05,0.307,0.05,0.00104,0.1,0.0025,0.025,75000,0.01,0.05,,2018-04-20,"2018","4","RV-04"
23,8.9,8.03,685.1,205.03,37.53,4.76,0.5,4.26,22.74,5.14,1.13,7,2.4,0.4358,0.0025,0.0478,0.0005,0.05,0.05,0.362,0.05,0.0005,0.1,0.0025,0.046,4300,0.01,0.05,,2018-04-10,"2018","4","RV-05"
24,9.2,7.35,608.5,198.67,29.27,4.42,0.5,4,23.2,9.6,0.79,14,1.68,0.7325,0.0072,0.0468,0.0005,0.05,0.05,0.441,0.59,0.0005,0.1,0.0025,0.031,2400,0.01,0.05,,2018-04-10,"2018","4","RV-06"
22.1,7.79,3.52,771,318.63,46.82,1.24,8.69,11.67,48.13,8.37,3.19,66,3.25,3.0866,0.0058,0.0073,0.0005,0.05,0.05,1.713,0.286,0.0067,0.1,0.0067,0.03,2400,0.01,0.05,22.8,2016-10-03,"2016","10","RV-01"
25.3,7.97,6.14,,166.72,20.01,0.98,0.5,5.53,37.38,8.37,1.55,83,3.19,4.1459,0.0029,0.0116,0.0005,0.05,0.05,2.464,0.145,0.00056,0.1,0.0025,0.049,4600,0.01,0.05,33.7,2016-10-03,"2016","10","RV-03"
25.6,8.22,6.99,362,133.7,14.06,0.85,0.5,6.47,75.26,8.37,1.8,227,3.45,13.475,0.0033,0.0113,0.0005,0.212,0.05,6.523,0.204,0.00054,0.1,0.0025,0.124,4300,0.01,0.05,28.7,2016-10-03,"2016","10","RV-04"
23.5,8.52,7.74,497,173.4,22.71,0.92,0.5,6.2,25.09,8.37,1.38,144,3.11,5.401,0.0058,0.0095,0.0005,0.095,0.05,5.124,0.259,0.00058,0.1,0.0047,0.081,24000,0.01,0.05,25.8,2016-10-03,"2016","10","RV-06"
23,8.4,5.74,1303,225.88,49.67,2.79,1.8,9.2,101.09,5.14,1.87,100,1.56,6.8684,0.0037,0.1501,0.00088,0.05,0.05,2.922,0.187,0.0005,0.1,0.0025,0.072,930,0.01,0.05,23,2018-05-08,"2018","5","RV-01"
21,8.9,4.96,797.7,461.01,95.62,2.26,0.5,6.36,49.85,5.14,1.45,31,1.72,1.2935,0.0153,0.2191,0.0005,0.05,0.05,0.569,0.249,0.0005,0.1,0.0025,0.055,46000,0.01,0.05,23,2018-05-08,"2018","5","RV-02"
25,8.4,7.24,752.6,281.8,43.85,2.81,0.5,8.14,42.11,5.34,2.09,60,2.45,1.9505,0.0076,0.1488,0.00094,0.05,0.05,1.023,0.169,0.00105,0.1,0.0025,0.043,110,0.01,0.05,34,2018-05-21,"2018","5","RV-03"
27,8.8,7.37,793.1,269.6,47.19,4.22,0.5,4.06,23.74,5.14,1.47,14,2.04,0.6728,0.0065,0.1473,0.0005,0.05,0.05,0.3,0.053,0.00095,0.1,0.0025,0.053,930,0.01,0.05,34,2018-05-21,"2018","5","RV-04"
29,8.6,6.71,635.6,184.66,24.98,4.4,0.5,2.59,18.39,5.46,0.7,33,2.22,3.3373,0.0045,0.1182,0.0005,0.05,0.05,1.285,0.062,0.0005,0.1,0.0025,0.063,46000,0.01,0.05,33,2018-05-09,"2018","5","RV-06"
24,8.5,7.26,695,194.35,31.7,4.18,0.5,2.2,18.88,5.14,0.83,17,1.86,0.7546,0.0045,0.1079,0.0005,0.05,0.05,0.492,0.053,0.0005,0.1,0.0025,0.046,930,0.01,0.05,28,2018-05-09,"2018","5","RV-01"
20,8.1,3.36,993.7,363.8,58.75,2.18,0.5,,,9.54,1.89,,,1.5147,0.0039,0.1988,0.0005,0.05,0.05,0.8,0.487,0.0005,0.1,0.0025,0.02,430,0.01,,28,2018-06-05,"2018","6","RV-01"
25,8.9,11.35,904.8,303.6,52.36,2.62,0.5,,,9.04,1.9,,,2.2019,0.0064,0.1769,0.0005,0.05,0.05,1.053,0.138,0.0005,0.1,0.0025,0.02,90,0.01,,29,2018-06-06,"2018","6","RV-03"
29,8.9,7.58,684.9,208,30.82,4.84,0.5,,,10.08,1.31,,,0.1015,0.0085,0.1074,0.0005,0.05,0.05,0.314,0.05,0.0005,0.1,0.0025,0.02,430,0.01,,37,2018-06-06,"2018","6","RV-04"
28,8.9,7.1,686.3,203.8,31.42,4.01,0.5,,,5.14,1.37,,,0.5729,0.0081,0.0964,0.0005,0.05,0.05,0.28,0.051,0.0005,0.1,0.0025,0.02,930,0.01,,36,2018-06-04,"2018","6","RV-05"
31,8.9,7.3,713.1,220.8,31.28,3.73,0.5,,,7.57,0.85,,,0.7184,0.0084,0.0788,0.0005,0.05,0.05,0.439,0.055,0.0005,0.1,0.0025,0.02,3,0.01,,37,2018-06-04,"2018","6","RV-06"
24,8.4,7.48,349.4,113.53,14.65,0.9,0.5,,,5.14,1.39,,,8.929,0.0025,0.199,0.00162,0.05,0.05,4.177,0.165,0.0005,0.1,0.0054,0.044,930,0.01,,34,2018-07-16,"2018","7","RV-06"
24,8.1,7.44,270,93.4,10.45,0.88,0.5,,,5.14,0.86,,,14.6,0.0099,0.1648,0.00156,0.05,0.05,5.442,0.184,0.00185,0.1,0.0038,0.082,7500,0.01,,29,2018-07-04,"2018","7","RV-05"
25,8.5,7.51,399.6,157.82,19.98,1.12,0.5,,,5.92,1.14,72,,5.2111,0.0067,0.1423,0.0005,0.05,0.05,2.571,0.134,0.00076,0.1,0.004,0.026,230,0.01,,31,2018-08-06,"2018","8","RV-06"
24,8.1,7.37,411.9,171.54,20.44,1.42,0.5,,,5.14,1.21,,,5.2377,0.0067,0.1695,0.0005,0.05,0.05,2.418,0.132,0.0009,0.1,0.0025,0.02,430,0.01,,25,2018-08-06,"2018","8","RV-05"
26,8.1,7.56,361.4,123.91,16.42,1,0.5,,,10.29,1.18,102,5.84,4.6623,0.004,0.0733,0.0005,0.05,0.05,3.916,0.191,0.0005,0.1,0.0025,0.039,15000,0.01,,34,2018-09-12,"2018","9","RV-06"
24,7.7,7.34,308.6,124.9,16.38,1.11,0.5,,,13.32,1.33,,4.63,6.4955,0.0048,0.0862,0.0005,0.083,0.05,5.128,0.233,0.0005,0.1,0.0025,0.05,43000,0.01,,27,2018-09-12,"2018","9","RV-05"
20,7.2,6.89,376.9,124.74,13.01,0.93,0.5,,,6.78,1.02,,,3.4347,0.0025,0.0496,0.0005,0.05,0.05,2.858,0.125,0.0005,0.1,0.0025,0.02,24000,0.01,,17,2018-10-03,"2018","10","RV-01"
20,7.2,3.92,766.4,241.51,41.87,1.49,5.6,,,5.14,3.37,,,5.2707,0.0052,0.0719,0.0005,0.05,0.05,4.919,0.314,0.0005,0.1,0.0029,0.023,930,0.01,,20,2018-10-03,"2018","10","RV-02"
19,8.1,7.13,402,133.21,16.47,0.81,0.5,,,6.62,1.19,,,6.8495,0.0031,0.1496,0.0005,0.05,0.05,3.393,0.099,0.00068,0.1,0.0055,0.025,2400,0.01,,17,2018-10-25,"2018","10","RV-03"
20,8.6,7.42,355.4,114.35,13.46,0.91,0.5,,,5.14,1.13,,,7.1686,0.0036,0.1362,0.0005,0.05,0.05,3.347,0.085,0.00071,0.1,0.0025,0.033,4300,0.01,,21,2018-10-25,"2018","10","RV-04"
