"Temperatura","pH","Oxígeno disuelto","Nitrógeno de nitratos","Nitrógeno de nitritos","Nitrógeno total Kjeldahl","DBO","DQO","Grasas y aceites","Fósforo total","SST","Sólidos disueltos tot.","Sólidos sedimentables","Aluminio","Arsénico","Bario","Cadmio","Cobre","Cromo","Fierro","Manganeso","Mercurio","Níquel","Plomo","Sodio","Zinc","Coliformes totales","Coliformes fecales","Sólidos totales","Nitrógeno total","Conductividad","Turbiedad","Alcalinidad total","Cloruros totales","Dureza total","Fluoruros","Nitrógeno amoniacal","Sulfatos","SAAM","Sulfuros","Temp. ambiente","Acidez total","Dureza de calcio","fecha","año","mes","est"
25,8.23,,0.1,0.022,5.96,3.38,49.51,7.13,3.21,16,535,0.1,0.399,0.0135,0.005,0.0005,0.05,0.05,0.452,1.048,0.0005,0.1,0.0025,60,0.02,150000,75000,551,5.96,851,8.79,229.11,48.74,186.56,0.52,3.59,76.63,0.286,0.28,27,1.71,,2009-08-12,"2009","8","RS-02"
25,8.21,,0.1,0.011,3.58,12.84,63.93,7.95,1.64,30,474,2,0.01,0.0068,0.005,0.0005,0.05,0.05,0.306,0.65,0.0005,0.1,0.0025,50,0.06,4300,900,504,3.591,734,7.08,206.19,38.11,156.88,0.53,1.79,64.24,0.209,0.15,26,1.71,,2009-08-12,"2009","8","RS-03"
25,8.08,1.38,0.1,0.022,10.13,8.88,56.32,8.98,2.44,43,432,0.1,1.324,0.005,0.005,0.0005,0.05,0.05,0.801,0.764,0.0005,0.1,0.0025,43.9,0.02,150000,150000,475,10.13,712,37.15,206.19,38.11,127.62,0.64,7.16,61.98,1.534,0.1,26,1.71,,2009-08-12,"2009","8","RS-04"
25,8.21,0.59,0.49,0.21,8.35,11.37,70.74,15.26,2.49,23,468,0.1,1.425,0.0025,0.005,0.0005,0.05,0.05,0.654,0.886,0.0005,0.1,0.0025,61.6,0.02,93000,43000,491,9.05,758,14.6,183.28,39.88,133.56,0.63,2.98,59.5,0.378,0.1,27,1.71,,2009-08-12,"2009","8","RS-05"
25,7.97,4.73,5.69,0.75,5.96,26.04,57.52,9.37,1.41,46,728,0.1,17.774,0.0025,0.005,0.0005,0.05,0.05,9.86,0.549,0.0005,0.1,0.0025,37,0.124,460000,240000,774,12.4,558,311,137.46,25.7,118.72,0.44,3.58,41.83,0.528,0.1,29,1.71,,2009-08-12,"2009","8","RS-06"
25,7.89,3.35,0.1,0.49,10.14,25.86,92.36,2.64,2.53,24,497,0.3,0.68,0.0071,0.005,0.0014,0.05,0.05,0.603,0.123,0.0005,0.1,0.0025,65.2,0.055,1100000,1100000,521,10.63,852,16.95,229.11,55.83,156.88,0.98,3.58,74.21,1.47,0.1,21,1.71,,2009-08-12,"2009","8","RS-07"
26,7.87,3.35,1.97,0.79,8.34,32.22,93.56,5.21,3.68,143,399,1.4,5.424,0.009,0.005,0.005,0.05,0.05,3.86,0.173,0.0006,0.1,0.0025,53.2,0.101,1100000,460000,542,11.1,761,67.05,229.11,47.86,135.66,0.86,4.17,64.78,0.074,0.59,20,1.71,,2009-08-12,"2009","8","RS-08"
28,7.94,2.17,0.1,0.5,6.56,4.81,54.32,3.98,1.4,17,365,0.1,0.243,0.0091,0.005,0.0005,0.05,0.05,0.386,0.337,0.0005,0.1,0.0025,46.7,0.02,2300,2300,382,7.06,679,7.63,229.11,33.68,318,0.79,4.17,53.2,0.21,0.39,22,1.71,,2009-08-12,"2009","8","RS-09"
30,7.91,5.72,2.51,0.46,6.56,14.73,94.76,11.36,0.74,512,348,0.8,14.844,0.0141,0.005,0.0015,0.05,0.05,15.24,0.57,0.0005,0.1,0.0123,34.7,0.073,43000,9000,860,9.53,471,415,137.47,26.59,99.64,0.68,1.79,40.23,0.019,0.099,23,1.71,,2009-08-12,"2009","8","RS-10"
25,7.96,1.18,0.5,0.1,11.33,25.2,117.99,10.37,1.4,331,354,0.6,14.018,0.0059,0.005,0.0005,0.05,0.05,7.33,0.932,0.0005,0.1,0.0025,35.8,0.156,11000000,4600000,685,11.93,563,256,160.37,24.81,122.96,0.53,6.56,54.26,0.416,0.1,27,1.71,,2009-08-12,"2009","8","AA-01"
26,7.8,0.59,0.1,0.022,10.14,23.82,75.14,7.2,1.48,54,444,0.5,1.682,0.0025,0.005,0.0005,0.05,0.05,1.102,0.784,0.0005,0.1,0.0025,64.4,0.057,2400000,1100000,498,10.14,687,31.95,183.28,32.79,144.16,0.7,4.17,60.74,1.489,0.1,27,1.71,,2009-08-12,"2009","8","AA-02"
27,7.77,0.78,0.1,0.022,8.34,10.83,63.93,9.01,0.79,26,351,0.1,0.432,0.006,0.005,0.0005,0.05,0.05,0.565,0.807,0.0005,0.1,0.0025,34.7,0.02,2400000,1100000,377,8.34,522,15.05,229.11,29.25,129.32,0.34,2.38,29.6,0.519,0.1,30,1.71,,2009-08-12,"2009","8","RZ-01"
22,7.68,0.6,2.14,0.207,2.99,5.19,56.34,1.6,0.186,43,290,0.1,5.267,0.0025,0.005,0.0005,0.05,0.05,6.345,0.268,0.0006,0.1,0.0025,14,0.02,230000,230000,333,5.337,285,108,149.8,27.4,17.6,0.39,1.187,81.96,0.11,0.1,23,9.58,,2009-09-09,"2009","9","RS-01"
21,8.05,,0.76,0.015,4.75,13.23,75.76,6.97,1.337,5,590,0.1,0.01,0.0076,0.005,0.0005,0.05,0.05,0.167,0.611,0.0008,0.1,0.0025,59.7,0.02,3,3,595,5.525,938,4,342.4,70,241.5,0.74,1.781,81.1,0.483,1.59,24,1.71,,2009-09-09,"2009","9","RS-02"
24,7.5,,0.35,0.014,4.15,5.82,49.95,10.7,3.867,8,697,0.1,0.01,0.0025,0.005,0.0005,0.05,0.05,0.161,0.393,0.0011,0.1,0.0025,75,0.02,2800,2100,705,4.514,1071,2.8,406.6,93,237.6,0.62,2.67,106.95,0.531,0.338,,9.58,,2009-09-09,"2009","9","RS-03"
25,7.9,,0.1,0.022,10.68,18,96.7,11.06,4.27,19,530,0.1,0.305,0.0053,0.005,0.0005,0.05,0.05,0.318,0.497,0.0009,0.1,0.0025,63.8,0.055,460000,460000,549,10.68,875,12.1,406.6,66.4,202.6,0.82,2.968,78.73,2.98,0.438,24,9.58,,2009-09-09,"2009","9","RS-04"
25,7.98,0.4,0.77,0.22,8.9,14.13,48.38,7.34,3.283,16,446,0.1,0.01,0.0025,0.005,0.0005,0.05,0.05,0.365,0.494,0.0006,0.1,0.0025,54.9,0.02,93000,93000,462,9.89,760,10.5,385.2,54,174.5,0.87,2.374,69.25,0.174,0.1,32,9.58,,2009-09-09,"2009","9","RS-05"
26,7.79,4.66,7.3,0.977,4.15,20.04,79.57,14.95,2.843,17,460,0.1,1.103,0.0025,0.005,0.0005,0.05,0.05,0.681,0.283,0.0005,0.1,0.0025,55.3,0.02,23000,9000,477,12.427,687,11.8,342.4,54,147.3,0.72,1.187,70.11,0.396,0.1,32,1.71,,2009-09-09,"2009","9","RS-06"
28,8.02,6.48,6.44,1.345,5.34,20.64,54.42,9.74,0.181,148,386,0.4,5.178,0.008,0.005,0.0005,0.05,0.05,3.075,0.198,0.0005,0.1,0.0025,38.6,0.02,21000000,21000000,534,13.125,534,109,235.4,43.4,115.8,1.06,1.76,41.31,0.319,0.1,36,9.58,,2009-09-09,"2009","9","RS-07"
27,7.97,4.45,5.19,0.995,3.56,25.92,57.76,3.91,0.356,177,343,0.5,6.626,0.0063,0.005,0.0005,0.05,0.05,5.14,0.187,0.0005,0.1,0.0025,38.7,0.02,4300000,4300000,520,9.745,562,102,235.4,34.5,127.6,0.97,2.35,63.38,0.274,0.1,36,9.58,,2009-09-09,"2009","9","RS-08"
26,7.9,5.26,0.86,0.116,4.5,8.08,33.24,8.49,0.194,57,297,0.1,5.287,0.007,0.005,0.0005,0.05,0.05,3.515,0.113,0.0005,0.1,0.0025,26.6,0.02,150000,40000,354,5.476,397,85.4,192.6,35.4,96.2,0.64,3.28,31.6,0.171,0.1,28,9.58,,2009-09-09,"2009","9","RS-09"
29,7.91,6.88,2.35,0.378,2.97,4.02,38.78,5.64,0.194,99,315,0.1,3.9,0.0077,0.005,0.0005,0.05,0.05,3.34,0.148,0.0005,0.1,0.0025,25.8,0.059,3,3,414,5.698,378,103.5,171.2,43.4,94.2,0.65,0.89,32.02,0.111,0.1,25,9.58,,2009-09-09,"2009","9","RS-10"
22.2,8.01,,0.41,0.017,22.56,61.68,133.24,12.04,0.47,35,619,0.15,1.929,0.0025,0.005,0.0005,0.05,0.05,1.06,0.651,0.0006,0.1,0.0025,65.3,0.066,1100000,1100000,654,22.987,971,35.6,374.5,59.3,202.2,1.11,14.84,89.71,6.48,0.378,19,9.58,,2009-09-09,"2009","9","AA-01"
23.9,8.1,,0.1,0.021,17.21,30.12,96.7,5.75,3.854,46,581,0.5,1.097,0.0051,0.005,0.0005,0.05,0.05,0.593,0.581,0.0006,0.1,0.0025,66.8,0.02,460000,460000,627,17.231,932,27.2,342.4,61.1,202.2,0.98,7.123,80.67,2.4,0.1,26,9.58,,2009-09-09,"2009","9","AA-02"
21.2,7.95,2.02,2.01,0.022,2.97,8.82,43,5.05,0.515,85,256,0.1,6.843,0.0025,0.005,0.0005,0.05,0.05,8.035,0.253,0.0007,0.1,0.0025,12.7,0.02,3,3,341,4.98,272,128,171.2,25.7,88.3,0.23,1.781,25.94,0.316,0.1,21,9.58,,2009-09-09,"2009","9","RZ-01"
21,7.27,0.59,0.6,0.28,2.94,8.58,21.85,8.92,0.42,51,213,0.2,2.088,0.0025,0.005,0.0005,0.05,0.05,1.989,0.139,0.0005,0.1,0.0025,17.4,0.02,2400000,2400000,264,3.82,334,7.65,139.44,20.38,121.89,0.3,0.59,20.5,0.511,0.1,22,9.58,,2009-10-20,"2009","10","RS-01"
19.6,7.1,,0.1,0.022,5.88,9.75,17.48,17.79,5.99,4,584,0.1,0.01,0.0025,0.005,0.0005,0.05,0.05,0.248,0.276,0.0005,0.1,0.0025,69.8,0.02,43000,43000,588,5.88,1036,4.66,298.8,73.54,279.17,0.64,2.94,116.64,0.639,0.49,22.5,9.58,,2009-10-20,"2009","10","RS-02"
22.5,7.63,,0.1,0.022,7.06,4.28,34.96,8.37,5.48,7,690,0.1,0.01,0.0025,0.101,0.0005,0.05,0.05,0.16,0.429,0.0005,0.1,0.0025,77.1,0.02,9000,9000,697,7.06,1080,3.31,298.8,78.85,267.34,0.74,4.12,125.56,0.778,0.35,28,9.58,,2009-10-20,"2009","10","RS-03"
22.2,7.44,,0.1,0.022,13.52,17.28,120,12.26,9.58,11,678,0.1,0.223,0.0025,0.005,0.0005,0.05,0.05,3.78,0.562,0.0005,0.1,0.0025,87,0.074,1100000,1100000,689,13.52,1136,8.73,398.4,75.31,263.44,0.82,10,78.23,0.816,0.45,27,9.58,,2009-10-20,"2009","10","RS-04"
26,7.55,2.89,0.25,0.277,12.93,5.97,17.48,8.37,8.3,14,642,0.1,0.316,0.0025,0.005,0.0005,0.05,0.05,0.237,0.56,0.0005,0.1,0.0025,84.1,0.02,43000,43000,656,13.457,1065,2.91,358.56,82.4,247.72,0.84,10.58,82.77,0.459,0.19,29,9.58,,2009-10-20,"2009","10","RS-05"
24,7.95,5.34,14.9,0.5,5.29,9.14,21.85,8.37,7.31,8,653,0.1,0.398,0.0025,0.005,0.0005,0.05,0.05,0.48,0.145,0.0005,0.1,0.0025,79.6,0.02,240000,110000,661,20.69,1008,4.61,278.88,73.54,247.72,0.89,3.53,78.12,0.445,0.1,18,9.58,,2009-10-20,"2009","10","RS-06"
18,7.21,,0.1,0.072,12.34,90.5,240,12.82,3.53,60,556,0.1,0.752,0.0069,0.005,0.026,0.05,0.05,0.51,0.1,0.0005,0.1,0.0025,83.7,0.085,24000000,24000000,616,12.412,1027,25.4,338.6,85.9,174.9,1.18,12.34,79.58,3.84,0.1,15,9.58,,2009-10-20,"2009","10","RS-07"
24,7.33,1.78,0.1,0.054,7.64,24.06,80,10.86,3.24,36,503,0.5,0.784,0.0066,0.005,0.034,0.05,0.05,0.517,0.097,0.0005,0.1,0.0025,67.1,0.079,1100000,1100000,539,7.694,839,12.7,149,59.3,151.3,1.26,7.64,59.86,1.54,0.1,20,9.58,,2009-10-20,"2009","10","RS-08"
27,7.32,3.36,0.1,0.022,1.76,3.74,23.9,8.37,0.58,12,290,0.1,0.958,0.0025,0.005,0.0014,0.05,0.05,0.552,0.101,0.0005,0.483,0.0025,34,0.02,46000,46000,302,1.76,466,9.41,179.2,31,123.8,0.74,1.76,37.31,0.67,0.1,23,9.58,,2009-10-20,"2009","10","RS-09"
29,7.83,6.53,1.65,0.194,4.12,6.26,21.85,8.37,1.01,51,316,0.3,2.441,0.0064,0.005,0.0012,0.05,0.05,1.559,0.088,0.0005,0.1,0.0025,32.2,0.02,9000,9000,367,5.964,438,24.75,149.4,34.5,108.1,0.75,4.12,36.1,0.18,0.1,34,9.58,,2009-10-20,"2009","10","RS-10"
16,7.5,,0.38,0.022,11.17,123.8,240,22.11,9.04,54,764,0.2,1.264,0.005,0.005,0.0005,0.05,0.05,0.645,0.321,0.0005,0.1,0.0025,96.9,0.052,240000000,21000000,818,11.55,1311,101.2,458,80.63,287.06,1.14,11.17,81.25,1.449,1.05,16,9.58,,2009-10-20,"2009","10","AA-01"
26.5,7.62,2.77,0.1,0.022,10.58,32.95,69.95,8.37,5.32,38,767,0.1,0.529,0.0025,0.005,0.0005,0.05,0.05,0.333,0.36,0.0005,0.1,0.0025,108.6,0.051,240000,240000,805,10.58,1316,13.9,458.2,87.71,247.72,1.14,10.58,94.25,1.514,0.59,26.5,9.58,,2009-10-20,"2009","10","AA-02"
20,7.16,2.17,1.1,0.096,0.59,4.18,48.08,8.37,0.42,47,188,0.1,2.568,0.0025,0.005,0.0005,0.05,0.05,2.4,0.12,0.0005,0.1,0.0025,14.8,0.02,460000,460000,235,1.786,294,24.5,139.4,15.06,129.76,0.64,0.59,31.51,0.425,0.39,20,9.58,,2009-10-20,"2009","10","RZ-01"
19.2,7.12,,0.1,0.022,3.52,8.61,26.2,8.37,1.14,15,290,0.1,0.337,0.0025,0.005,0.0005,0.05,0.05,0.519,0.183,0.0005,0.1,0.0025,26,0.02,4600000,150000,305,3.52,477,8.07,179.3,17.72,78.64,0.28,1.76,28.36,0.69,0.258,19,8,,2009-11-11,"2009","11","RS-01"
16.9,7.25,1.2,0.1,0.022,7.06,3.8,51.62,8.37,3.58,26,611,0.1,0.01,0.0025,0.005,0.0005,0.05,0.05,0.078,0.193,0.0005,0.1,0.0025,68.4,0.02,24000,4300,637,7.06,1001,3.46,298.8,53.16,192.67,0.82,3.53,108.34,0.52,0.268,16,16,,2009-11-11,"2009","11","RS-02"
17.2,7.52,,0.1,0.022,7.06,3.61,56.31,11.59,4.12,21,737,0.1,0.01,0.0025,0.005,0.0005,0.05,0.05,0.102,0.264,0.0005,0.1,0.0025,94.4,0.02,9000,9000,758,7.06,1232,2.72,318.7,95.69,224.12,0.62,4.12,140.59,0.29,0.1,15,16,,2009-11-11,"2009","11","RS-03"
18.4,7.66,,0.1,0.022,21.76,38.04,103.17,9.49,6.24,88,748,0.1,0.01,0.0025,0.005,0.0005,0.05,0.05,0.118,0.387,0.0005,0.1,0.0025,108.8,0.02,1100000,1100000,836,21.76,1428,13.7,478.1,85.06,228.06,1.19,10,78.17,6.27,3.02,12,16,,2009-11-11,"2009","11","RS-04"
17.7,7.71,,0.29,0.022,16.46,12.93,37.54,17.55,6.51,27,714,0.1,0.01,0.0025,0.005,0.0005,0.05,0.05,0.158,0.451,0.0005,0.1,0.0025,101.9,0.02,230000,230000,741,16.75,1345,3.69,498,74.42,216.26,1.17,5.88,80.57,0.99,0.99,12,8,,2009-11-11,"2009","11","RS-05"
18.8,7.79,4.82,5.49,0.421,9.41,34.8,55.58,6.25,5.62,44,725,0.1,0.01,0.0025,0.005,0.0005,0.05,0.055,0.376,0.196,0.0005,0.1,0.0025,97.7,0.02,43000,43000,769,15.321,1252,7.7,358.6,69.11,204.46,1.2,3.53,87,0.57,0.1,24,16,,2009-11-11,"2009","11","RS-06"
20,7.64,4.02,2.69,0.693,11.76,28.88,59.01,6.92,3.76,66,609,0.3,0.206,0.005,0.005,0.062,0.05,0.05,0.452,0.146,0.0005,0.1,0.0025,87.5,0.077,1100000,1100000,675,15.143,1121,13.5,338.6,65.56,184.8,1.06,7.06,70.5,1.45,0.1,,16,,2009-11-11,"2009","11","RS-07"
21,7.46,0.2,0.1,0.035,18.82,54.48,190.35,33.53,0.44,256,463,3,2.144,0.124,0.005,0.234,0.05,0.05,1.838,0.195,0.0005,0.1,0.0025,81.8,0.45,930000,930000,719,18.855,972,78.2,368.6,47.84,117.96,1.51,10.58,72.33,1.19,0.218,,20,,2009-11-11,"2009","11","RS-08"
23,7.47,2.41,0.1,0.022,6.47,6.08,32.84,8.37,2,37,385,0.1,0.01,0.005,0.005,0.0055,0.05,0.109,0.158,0.161,0.0005,0.1,0.0025,56.6,0.02,4300,4300,422,6.47,722,4.8,199.2,40.76,82.57,1.14,2.35,50.15,0.87,0.99,,16,,2009-11-11,"2009","11","RS-09"
23,7.82,5.82,2.04,0.571,8.23,5.68,28.15,8.37,1.89,39,392,0.1,0.389,0.0072,0.005,0.0034,0.05,0.05,0.345,0.086,0.0005,0.1,0.0025,54.4,0.02,3,3,431,10.841,645,10.1,199.2,30.12,94.37,1.03,2.94,43.94,0.29,0.1,,8,,2009-11-11,"2009","11","RS-10"
18.8,7.42,,0.26,0.024,36.46,164.7,325.88,31.56,9.16,300,618,0.1,1.132,0.0051,0.005,0.0005,0.05,0.05,0.794,0.311,0.0005,0.1,0.0025,117,0.057,4300000,4300000,918,36.744,1452,104,498,69.11,196.6,1.15,21.76,85.48,5.03,0.95,9,32,,2009-11-11,"2009","11","AA-01"
20.2,7.49,,0.1,0.022,40.57,140,344.53,30.75,9.14,204,862,0.1,1.925,0.0057,0.005,0.0005,0.05,0.05,0.863,0.328,0.0005,0.1,0.0104,163.1,0.066,9000000,9000000,1066,40.57,1806,70.55,597,99.23,200.53,1.53,25.28,115.38,5.04,2.34,19,20,,2009-11-11,"2009","11","AA-02"
20.1,7.12,0.4,0.31,0.277,2.94,6.06,28.15,6.58,0.57,30,238,0.1,0.452,0.0025,0.005,0.0005,0.05,0.05,0.663,0.178,0.0005,0.1,0.0025,23.5,0.02,750000,750000,268,3.527,394,6.92,199.2,14.18,82.57,0.39,0.59,12.59,0.69,0.1,20,8,,2009-11-11,"2009","11","RZ-01"
18.9,8.44,5.88,0.1,0.022,4.68,4.96,36.44,8.42,0.5,57,617,0.1,4.443,0.0121,0.005,0.0005,0.05,0.05,3.068,0.05,0.0011,0.1,0.0025,68.5,0.083,43000,43000,674,4.68,822.33,54.5,330,48,208,0.97,2.34,69.07,0.019,0.1,19,,,2010-01-26,"2010","1","RS-01"
15.57,7.25,0.62,0.1,0.022,4.68,3.49,31.38,6.26,1.31,4,620,0.1,0.01,0.0077,0.005,0.0005,0.05,0.05,0.189,0.104,0.0005,0.1,0.0025,80.3,0.02,93000,43000,624,4.68,915.33,5.83,330,55,222,1.2,2.34,77.85,0.02,2.9,19.5,,,2010-01-26,"2010","1","RS-02"
15.07,7.66,4,0.81,0.142,3.51,2.96,31.88,5.42,1.48,9,712,0.1,0.666,0.0091,0.005,0.0005,0.05,0.05,0.432,0.05,0.0005,0.1,0.0025,88.6,0.02,7500,7500,721,4.462,1031.67,9.79,300,71,257,1.03,2.92,116.84,0.01,0.21,20,,,2010-01-26,"2010","1","RS-03"
15.43,7.37,0.61,0.1,0.022,17.55,31.44,77.79,7.03,6.93,8,857,0.1,0.01,0.0075,0.005,0.0005,0.05,0.05,0.108,0.206,0.0005,0.1,0.0025,112.3,0.078,150000,93000,865,17.55,1302.33,99.35,470,97,273,1.04,13.45,95.76,0.31,27.8,20,,,2010-01-26,"2010","1","RS-04"
16.17,7.52,0.41,0.1,0.024,18.13,10.71,54.4,7.02,5.59,7,876,0.1,0.01,0.0057,0.005,0.0005,0.05,0.05,0.05,0.282,0.0005,0.1,0.0025,115.2,0.02,15000,9300,883,18.154,1313.67,5.73,460,94,269,1.11,15.79,103.64,0.14,1.1,23,,,2010-01-26,"2010","1","RS-05"
17.37,7.99,5.11,3.8,0.79,13.45,22.44,50.37,8.37,5.48,13,1168,0.1,0.01,0.0054,0.005,0.0005,0.05,0.05,0.05,0.247,0.0005,0.1,0.0025,119.6,0.02,15000,7500,1181,18.04,1280,4.98,420,92,289,1.14,8.77,113.3,0.019,0.1,20,,,2010-01-26,"2010","1","RS-06"
24.63,7.62,0.1,0.1,0.018,33.93,181.5,322.58,28.03,4.82,62,872,0.1,0.01,0.0141,0.005,0.0005,0.05,0.05,0.384,0.11,0.0005,0.1,0.0025,134.7,0.193,1100000,150000,934,33.948,1378.33,34.1,340,106,206,1.26,21.64,120.57,10.48,1.43,30,,,2010-01-26,"2010","1","RS-07"
22.16,7.98,6.64,0.1,0.459,14.62,23.7,69.73,8.37,3.62,25,697,0.1,0.01,0.0154,0.005,0.0019,0.147,0.05,0.303,0.117,0.0005,0.1,0.0025,95.6,0.193,21000,15000,722,15.079,583,8.9,350,65,222,1.53,9.94,108.19,1.09,0.1,28,,,2010-01-26,"2010","1","RS-08"
19.46,7.14,1.51,0.1,0.011,13.45,11.85,56.42,5.78,3.23,11,517,0.1,0.01,0.0114,0.005,0.0016,0.05,0.05,0.05,0.124,0.0005,0.1,0.0025,73.6,0.02,9300,9300,528,13.461,875,6.3,290,58,162,1.25,12.28,65.96,0.195,2.54,17,,,2010-01-26,"2010","1","RS-09"
21.56,7.58,5.63,0.1,0.448,3.51,14.1,50.77,8.37,2.03,77,457,0.1,2.883,0.0238,0.005,0.0011,0.05,0.05,2.29,0.104,0.0005,0.1,0.0025,59.2,0.02,930,930,534,3.958,667.6,47.3,230,39,139,1.4,1.75,57.71,1.07,0.1,17,,,2010-01-26,"2010","1","RS-10"
17.4,7.35,0.2,0.1,0.11,41.53,189,406.05,41.7,7.7,147,993,0.11,1.01,0.0083,0.005,0.0005,0.05,0.05,0.594,0.193,0.0005,0.1,0.0025,125.1,0.141,210000,210000,1140,41.64,1480.67,105,560,90,257,1.06,30.42,117.44,15.18,17.3,10.5,,,2010-01-26,"2010","1","AA-01"
17.97,7.5,0.09,0.1,0.022,34.51,92.7,182.64,19.53,5.53,23,1377,0.5,0.01,0.0061,0.005,0.0005,0.05,0.05,0.108,0.309,0.0005,0.1,0.0025,133.4,0.073,1100000,1100000,1400,34.51,1481.33,150,600,97,285,1.19,26.91,80.46,0.818,27.8,24,,,2010-01-26,"2010","1","AA-02"
17.7,8.08,3.74,0.1,0.022,2.92,3.53,36.44,5.91,0.28,49,602,0.1,3.413,0.015,0.005,0.0005,0.05,0.05,2.193,0.05,0.0005,0.1,0.0025,72.01,0.052,15000,15000,651,2.92,827.67,42,300,51,210,1.05,0.58,66.57,0.019,0.1,14.5,,,2010-01-26,"2010","1","RZ-01"
18.1,7.12,0.47,0.1,0.017,4.68,12.81,52.39,8.37,0.738,21,254,0.1,1.358,0.0025,0.005,0.0005,0.05,0.05,1.675,0.201,0.0013,0.1,0.0025,13.95,0.02,1100000,1100000,275,4.697,374,374,155,14,111,0.27,2.34,15.78,0.56,0.21,19,,,2010-05-16,"2010","5","RS-01"
16.63,7.08,1.76,0.3,0.022,3.51,4.98,51.98,8.37,1.24,9,411,0.1,1.103,0.0059,0.005,0.0005,0.05,0.05,0.751,0.15,0.0005,0.1,0.0025,44,0.02,15000,15000,420,3.81,594,594,195,33,135,0.62,1.75,51.52,0.54,6.5,22,,,2010-05-16,"2010","5","RS-02"
16.5,7.22,1.39,0.5,0.017,3.51,5.32,104.81,8.37,1.67,14,545,0.1,0.975,0.0062,0.005,0.0005,0.05,0.05,0.676,0.282,0.0005,0.1,0.0025,66.47,0.074,4600,4600,559,4.027,778,778,250,45,168,0.75,1.75,71.06,0.23,0.45,22,,,2010-05-16,"2010","5","RS-03"
18.3,7.5,0.55,0.1,0.026,18.13,35.22,176.59,8.37,4.81,14,640,0.1,0.337,0.0025,0.005,0.0005,0.05,0.05,0.221,0.326,0.0005,0.1,0.0025,90.1,0.02,11000000,11000000,654,18.156,1051,1051,385,59,198,0.96,9.36,52.93,4.58,20.01,25,,,2010-05-16,"2010","5","RS-04"
18.3,7.29,0.41,0.46,0.021,14.04,29.64,112.47,8.37,4.37,13,579,0.1,0.209,0.0025,0.005,0.0005,0.05,0.05,0.191,0.332,0.0005,0.1,0.0114,74.35,0.098,46000,46000,592,14.521,960.6,960.6,310,62,190,0.79,5.26,63.63,2.07,1.1,23,,,2010-05-16,"2010","5","RS-05"
18.96,8.02,6.52,5.38,0.655,8.19,13.86,108.04,8.37,3.95,16,586,0.1,0.847,0.0025,0.005,0.0005,0.05,0.05,0.554,0.251,0.0005,0.1,0.0025,75.52,0.02,46000,46000,602,14.225,895,895,270,53,180,0.76,2.92,60.47,0.65,0.1,25,,,2010-05-16,"2010","5","RS-06"
18,7.52,7.26,3.97,0.539,6.43,21.18,104,8.37,1.96,49,383,0.5,3.4,0.0092,0.005,0.0005,0.05,0.05,2.039,0.075,0.0011,0.1,0.0025,42.25,0.058,2400000,460000,432,10.939,555,555,160,26,111,1.16,2.34,44.91,0.91,0.1,15,,,2010-05-16,"2010","5","RS-07"
18.5,7.76,5.87,4.2,0.926,7.6,22.41,104.81,8.37,2.89,58,510,0.7,2.124,0.0093,0.005,0.0005,0.05,0.05,1.569,0.069,0.0005,0.1,0.0025,52.17,0.086,460000,15000,568,12.726,682,682,205,38,148,0.87,3.51,55.78,0.89,0.1,14,,,2010-05-16,"2010","5","RS-08"
17.8,7.38,4.34,1.56,0.136,6.43,6.73,48.35,8.37,1.51,31,345,0.1,4.294,0.0074,0.005,0.0005,0.05,0.05,2.32,0.044,0.0005,0.1,0.0025,35.84,0.074,11000,11000,376,8.126,519,519,175,27,100,0.83,5.26,37.68,0.61,0.7,24,,,2010-05-16,"2010","5","RS-09"
19.4,7.66,7.96,5.53,0.916,3.51,15.27,45.93,16.71,1.49,31,317,0.1,4.294,0.009,0.005,0.0005,0.05,0.05,2.381,0.038,0.0005,0.1,0.0025,37.59,0.02,11000,11000,348,9.956,496,496,150,25,104,0.89,1.75,37.85,0.64,0.1,22,,,2010-05-16,"2010","5","RS-10"
16.73,7.41,0.23,0.1,0.012,26.32,113.7,297.17,42.06,5.65,104,671,0.2,1.23,0.0025,0.005,0.0005,0.05,0.05,0.676,0.332,0.0005,0.1,0.0025,86.02,0.106,46000000,46000000,775,26.332,1114,1114,385,59,202,1.09,14.62,77.24,7.52,8,11,,,2010-05-16,"2010","5","AA-01"
19.83,7.48,0.09,0.4,0.022,32.17,141.5,370.57,23.07,7.53,132,770,0.2,2.89,0.0069,0.005,0.0005,0.05,0.05,1.236,0.32,0.0005,0.1,0.0025,108.19,0.153,15000000,15000000,902,32.57,1272,1272,485,74.02,222,1.29,17.55,59.18,7.56,27.8,29,,,2010-05-16,"2010","5","AA-02"
17.26,7.18,0.52,0.1,0.013,4.68,14.13,94.73,8.37,0.93,34,253,0.1,1.486,0.0025,0.005,0.0005,0.05,0.05,1.615,0.163,0.0005,0.1,0.0025,17.45,0.02,11000000,11000000,287,4.693,388.3,388.3,160,16.16,113,0.27,1.75,16.09,0.95,0.45,19,,,2010-05-16,"2010","5","RZ-01"
21,8.09,3.03,0.1,0.14,1.75,3,16,6.61,0.79,34,521,0.1,1.673,0.0104,0.005,0.0005,0.05,0.05,1.305,0.063,0.0005,0.1,0.0181,61.6,0.082,,,555,1.89,624.3,38,285,39,188,1.09,0.5,58.18,0.32,0.1,20,,,2010-03-16,"2010","3","RS-01"
