"Temperatura","pH","Oxígeno disuelto","Conductividad","Turbiedad","Alcalinidad total","Cloruros totales","Dureza total","Fluoruros","Nitrógeno de nitratos","Nitrógeno de nitritos","Nitrógeno amoniacal","Nitrógeno total Kjeldahl","Sulfatos","SAAM","DBO","DQO","Grasas y aceites","Fósforo total","SST","Sólidos disueltos tot.","Sólidos sedimentables","Sulfuros","Aluminio","Arsénico","Bario","Cadmio","Cobre","Cromo","Fierro","Mercurio","Níquel","Plomo","Zinc","Coliformes totales","Coliformes fecales","Profundidad","Sólidos totales","Nitrógeno total","Manganeso","Sodio","Temp. ambiente","Transparencia Secchi","Clorofilas","fecha","año","mes","est"
19,9,5.96,1048,82.5,419.32,98.88,140.25,0.88,0.18,0.01,0.7,10.48,10,0.12,8.61,126.355,6.4,1.83,64,728,0.1,0.1,0.128,0.0025,0.135,0.0005,0.05,0.05,0.114,0.0005,0.1,0.003,0.02,110000,46000,,792,10.66,0.071,153.7,22,,285.43,2022-05-09,"2022","5","LC-01"
23,9.4,8.46,1031,75,411.35,103.35,147.61,0.84,0.13,0.01,0.7,10.25,10,0.27,13.8,134.966,5.94,1.42,70.77,736.23,0.1,0.1,0.122,0.0025,0.098,0.0005,0.05,0.05,0.081,0.0005,0.1,0.003,0.02,1500,930,,807,10.38,0.051,155.7,25,,337.87,2022-05-09,"2022","5","LC-02"
23,9.3,7.33,1052,70,409.36,101.5,142.24,0.86,0.19,0.01,0.52,9.9,10,0.28,12.09,140.85,5.82,1.5,71.67,715.33,0.1,0.1,0.0828,0.0027,0.098,0.0005,0.05,0.05,0.074,0.0005,0.1,0.004,0.02,43,23,,787,10.09,0.055,155.6,24,,324.09,2022-05-09,"2022","5","LC-03"
22,9.4,9.65,1046,70,420.81,100.29,142.84,0.76,0.14,0.01,0.58,9.55,10,0.1,9.87,131.68,5.29,1.51,64.41,732.59,0.1,0.1,0.125,0.0037,0.105,0.0005,0.05,0.05,0.091,0.0005,0.1,0.0037,0.02,93,93,,797,9.69,0.064,158.8,22,,313,2022-05-09,"2022","5","LC-04"
23,9.4,8.82,1015,75,410.85,102.81,143.24,1.26,0.15,0.01,0.5,9.38,10,0.1,14.25,134.605,6.87,1.55,73.44,722.56,0.1,0.1,0.127,0.0038,0.098,0.0005,0.05,0.05,0.101,0.0005,0.1,0.0036,0.02,75,23,,796,9.53,0.05,156.2,23,,330.39,2022-05-09,"2022","5","LC-05"
26,8.8,7.52,1074,90,419.74,98.38,157.59,0.82,0.16,0.021,0.5,11.42,10,0.33,12.24,143.972,32.94,2.33,67.19,776.81,0.1,0.12,0.406,0.0031,0.105,0.0005,0.05,0.05,0.23,0.0005,0.1,0.0158,0.02,15000,9300,,844,11.6,0.061,152.9,24,,328.24,2022-06-20,"2022","6","LC-01"
26,9.1,12.88,1093,75,424.72,106.16,149.06,0.81,0.16,0.01,0.5,9.57,10,0.33,12.96,172.883,24.07,1.88,79.66,783.34,0.1,0.32,0.23,0.0025,0.103,0.0005,0.05,0.05,0.132,0.0005,0.1,0.0174,0.02,46000,46000,,863,9.73,0.05,162.3,26,,327.41,2022-06-20,"2022","6","LC-02"
26,9.2,7.38,1098,80,425.22,105.13,148.46,0.96,0.15,0.01,0.5,9.98,10,0.22,14.76,168.11,30.55,1.81,81.13,76.87,0.1,0.1,0.137,0.007,0.099,0.0005,0.05,0.05,0.086,0.0005,0.1,0.016,0.02,23,23,,846,10.13,0.05,158.3,25,,359.2,2022-06-20,"2022","6","LC-03"
25,9.1,9.86,1101,85,422.23,108.02,139.73,0.83,0.19,0.017,0.58,9.75,10,0.21,14.13,180.043,33.77,1.83,71.67,780.33,0.1,0.1,0.258,0.0064,0.1,0.0005,0.05,0.05,0.129,0.0005,0.1,0.0166,0.02,23,9,,852,9.96,0.05,157.7,24,,321,2022-06-20,"2022","6","LC-04"
26,9.1,9.26,1093,95,424.22,104.98,146.87,0.87,0.21,0.01,0.5,9.86,10,0.15,9.66,148.869,20.8,1.91,73.33,772.67,0.1,0.1,0.296,0.0083,0.103,0.0005,0.05,0.05,0.578,0.0005,0.1,0.0169,0.02,93,93,,846,10.07,0.05,158.1,24,,402.89,2022-06-20,"2022","6","LC-05"
24,8.8,4.7,889,75,343.35,74.68,343.35,0.79,0.1,0.022,2.15,6.64,10,0.41,16.86,144.566,5.14,2.71,76.81,592.19,0.1,0.33,1.72,0.0055,0.1,0.0005,0.05,0.05,0.832,0.0005,0.1,0.0059,0.02,4600000,4600000,,669,6.76,0.113,127,20,,300.75,2022-07-18,"2022","7","LC-01"
24,9.1,6.35,1073,80,426.11,97.24,426.11,0.85,0.15,0.017,0.52,10.25,10,0.39,7.71,169.683,7.84,1.96,79.45,752.55,0.1,0.21,0.129,0.0025,0.106,0.0005,0.05,0.05,0.117,0.0005,0.1,0.0066,0.02,24000,24000,,832,10.42,0.05,156,25,,347.74,2022-07-18,"2022","7","LC-02"
24,9,4.37,1068,70,434.33,97.53,434.33,0.92,0.13,0.012,0.76,9.73,10,0.42,6.9,169.683,5.14,1.98,88.57,715.43,0.1,0.27,0.136,0.0036,0.108,0.0005,0.05,0.05,0.114,0.0005,0.1,0.0068,0.02,4600,2400,,804,9.87,0.053,156.2,24,,345.28,2022-07-18,"2022","7","LC-03"
24,9.1,6.03,1078,85,421.48,97.24,421.48,0.82,0.16,0.01,0.58,9.38,10,0.82,8.52,165.594,8.94,1.95,78.87,732.13,0.1,0.19,0.175,0.0046,0.105,0.00052,0.05,0.05,0.18,0.0005,0.1,0.007,0.02,46000,46000,,811,9.55,0.051,154.8,21,,393,2022-07-18,"2022","7","LC-04"
23,9,4.99,1082,80,418.4,98.45,418.4,0.88,0.18,0.015,0.52,9.03,10,0.75,7.5,165.302,7.97,1.96,75.81,743.19,0.1,0.17,0.215,0.0047,0.107,0.0005,0.05,0.05,0.15,0.0005,0.1,0.0067,0.02,11000,11000,,819,9.22,0.051,156.2,20,,355.42,2022-07-18,"2022","7","LC-05"
23,8.1,1.56,677,85,244.29,53.07,101.38,0.6,0.23,0.048,2.97,6.68,10,0.42,17.34,97.497,5.38,1.21,63,476,0.1,1.12,5.3,0.0025,0.095,0.00066,0.05,0.05,2.658,0.0005,0.1,0.0122,0.02,1500000,93000,,539,6.96,0.087,86.7,22,,118.3,2022-08-22,"2022","8","LC-01"
24,9.2,7.78,961,70,381.47,83.18,132.54,0.69,0.18,0.01,0.63,7.88,10,0.14,4.62,143.425,7.68,1.3,75.36,647.64,0.1,1.3,0.414,0.0025,0.091,0.00104,0.05,0.05,0.138,0.0005,0.1,0.0115,0.02,15000,4300,,723,8.06,0.05,134.3,21,,270.65,2022-08-22,"2022","8","LC-02"
24,8.1,6.73,950,75,375.8,81.41,126.04,0.75,0.16,0.01,0.5,8.11,10,0.15,7.77,144.891,7.69,1.68,73.33,622.67,0.1,3.26,0.394,0.0025,0.089,0.00121,0.05,0.05,0.204,0.0005,0.1,0.0116,0.02,2400,2400,,696,8.27,0.05,132.5,21,,272.15,2022-08-22,"2022","8","LC-03"
23,8.9,4.75,905,70,349.51,77.86,124.46,0.7,0.14,0.01,0.5,6.97,10,0.14,8.19,132.97,7.89,1.22,69.56,597.44,0.1,0.69,0.85,0.0025,0.087,0.00112,0.05,0.05,0.396,0.0005,0.1,0.0108,0.02,24000,24000,,667,7.11,0.07,125.2,21,,284,2022-08-22,"2022","8","LC-04"
24,8.2,6.1,945,75,374.77,81.93,129.78,0.92,0.16,0.01,0.5,8,10,0.14,6.12,151.28,18.62,1.55,68.49,635.51,0.1,1.44,0.476,0.0027,0.088,0.00119,0.05,0.05,0.236,0.0005,0.1,0.0121,0.142,11000,11000,,704,8.16,0.05,132.8,21,,225.35,2022-08-22,"2022","8","LC-05"
24,8.1,0.43,869,18,353.41,71.06,125.05,0.7,0.1,0.011,3.44,9.14,10,0.32,14.43,108.16,16.02,2.03,26,587,0.1,1.68,0.125,0.0025,0.226,0.00063,0.05,0.05,0.196,0.0005,0.1,0.005,0.02,46000,46000,,613,9.15,0.09,119,22,,58.69,2022-09-19,"2022","9","LC-01"
24,8.6,1.14,864,28,363.95,73.57,125.05,0.82,0.1,0.01,1.05,6.75,10,0.26,9.54,111.822,8.3,1.57,35,597,0.1,1.58,1.13,0.0025,0.148,0.00065,0.05,0.05,0.082,0.0005,0.1,0.0084,0.02,15000,15000,,632,6.75,0.064,124,20,,145.26,2022-09-19,"2022","9","LC-02"
23,8.5,2.14,895,22,362.44,72.8,123.67,0.72,0.1,0.01,0.5,6.35,10,0.27,10.26,101.514,5.17,1.66,25,596,0.1,1.39,1.005,0.0025,0.198,0.0005,0.05,0.05,0.059,0.0005,0.1,0.0051,0.02,24000,24000,,621,6.35,0.072,124.7,20,,81.07,2022-09-19,"2022","9","LC-03"
24,8.4,0.53,872,19,346.88,72.9,124.66,0.76,0.1,0.01,0.81,6.46,10,0.11,11.61,96.537,5.26,1.6,26,598,0.1,1.33,2.025,0.0025,0.14,0.0005,0.05,0.05,0.052,0.0005,0.1,0.0055,0.02,4300,4300,,624,6.46,0.069,124.9,22,,76,2022-09-19,"2022","9","LC-04"
23,8.5,1.81,865,24,356.42,72.75,120.31,0.85,0.1,0.01,0.5,7.16,10,0.12,10.35,101.211,7.64,1.57,28,589,0.1,1.35,0.0472,0.0025,0.085,0.0005,0.05,0.05,0.086,0.0005,0.1,0.0051,0.02,1500,1500,,617,7.16,0.074,125.1,21,,96.22,2022-09-19,"2022","9","LC-05"
25,8.7,7.1,860,30,340.16,73.96,129.81,0.76,0.1,0.438,1.26,10.43,10,0.54,46.08,106.786,18.92,2.01,30,596,0.1,0.8,0.505,0.0025,0.148,0.0005,0.05,0.05,0.109,0.0005,0.1,0.0074,0.02,46000,46000,,626,10.97,0.071,121,20,,334.02,2022-10-10,"2022","10","LC-01"
23,8.9,7.44,876,26,341.66,77.19,129.21,0.76,0.11,2.105,0.6,6.83,10,0.62,16.5,87.715,5.14,1.67,25,605,0.1,0.1,0.515,0.0025,0.143,0.00055,0.05,0.05,0.074,0.0005,0.1,0.0065,0.02,460,460,,630,9.04,0.062,124.9,22,,106.1,2022-10-10,"2022","10","LC-02"
24,8.9,8,880,38,357.64,77.28,129.21,0.73,0.1,1.392,0.96,7.25,10,0.64,47.4,100.353,5.14,1.85,43,578,0.1,0.1,0.675,0.0025,0.115,0.00061,0.05,0.05,0.061,0.0005,0.1,0.0077,0.02,460,460,,621,8.74,0.064,126.3,25,,154.22,2022-10-10,"2022","10","LC-03"
24,8.8,8.93,873,25,356.64,76.8,130.61,0.91,0.1,1.573,0.78,6.17,10,0.11,20.19,92.069,5.82,1.69,32,587,0.1,0.1,0.7,0.0025,0.099,0.0006,0.05,0.05,0.09,0.0005,0.1,0.0072,0.02,4600,4600,,619,7.74,0.066,125.1,21,,181,2022-10-10,"2022","10","LC-04"
24,8.8,7.92,871,28,343.16,74.63,127.62,0.77,0.15,1.663,0.54,6.89,10,0.12,17.85,85.404,19.85,1.47,25,585,0.1,0.1,0.505,0.0025,0.104,0.00062,0.05,0.05,0.061,0.0005,0.1,0.0079,0.02,240,240,,610,8.7,0.066,125.7,26,,131.51,2022-10-10,"2022","10","LC-05"
20,9,8.81,873,38,353.79,76.05,130.61,0.66,0.1,0.01,0.5,5.88,10,0.1,13.74,134.026,47.63,1.33,47,618,0.1,0.1,2.02,0.0025,0.15,0.0005,0.05,0.05,0.066,0.0005,0.1,0.0094,0.02,4600,4600,,665,5.88,0.08,119.8,20,,242.91,2022-11-14,"2022","11","LC-01"
25,9.4,20.1,873,38,352.79,76.35,121.63,0.73,0.1,0.01,0.5,6.53,10,0.11,20.16,138.547,37.34,1.29,61,634,0.1,0.1,1.51,0.0025,0.177,0.0005,0.05,0.05,0.089,0.0005,0.1,0.0088,0.02,4600,2400,,695,6.53,0.05,122.4,26,,294.4,2022-11-14,"2022","11","LC-02"
24,9.3,10.7,873,36,351.3,76.49,125.82,0.67,0.1,0.01,0.5,5.47,10,0.12,11.05,123.583,44.43,1.25,54,628,0.1,0.1,0.83,0.0025,0.164,0.0005,0.05,0.05,0.062,0.00065,0.1,0.0098,0.02,43,43,,682,5.47,0.05,122.1,25,,248.72,2022-11-14,"2022","11","LC-03"
23,9.2,14.2,852,39,361.28,77.17,128.01,0.67,0.1,0.01,0.5,6.06,10,0.1,11.88,128.126,50.86,1.21,60,640,0.1,0.1,1.29,0.0025,0.17,0.0005,0.05,0.05,0.054,0.0005,0.1,0.0081,0.02,93,93,,700,6.06,0.05,121.2,25,,211,2022-11-14,"2022","11","LC-04"
23,9.2,13.9,871,40,351.3,76.64,126.22,0.65,0.1,0.01,0.5,7.06,10,0.1,13.29,136.093,66.39,1.27,60,590,0.1,0.1,0.935,0.0025,0.167,0.0005,0.05,0.05,0.066,0.0005,0.1,0.0085,0.02,93,93,,650,7.06,0.058,122.5,24,,261.95,2022-11-14,"2022","11","LC-05"
18,8.6,0.44,1033,37,352.44,74.69,139.58,0.72,0.1,0.01,3.06,12.82,10,0.14,14.73,116.364,8.16,1.6,39,610,0.1,1.65,0.545,0.0025,0.123,0.0005,0.05,0.05,0.063,0.0005,0.1,0.0037,0.02,460000,460000,,649,12.82,0.082,123.7,18,,173.84,2022-12-12,"2022","12","LC-01"
21,9.3,7.1,880,50,350.45,77.07,139.18,0.78,0.1,0.01,0.76,6.64,10,0.1,17.4,132.891,7.6,1.3,58,606,0.1,1.75,1.135,0.0025,0.113,0.0005,0.05,0.05,0.172,0.0005,0.1,0.004,0.02,4600,4600,,664,6.64,0.063,126,23,,233.22,2022-12-12,"2022","12","LC-02"
22,9.3,8.1,882,50,347.95,74.6,137.78,0.9,0.1,0.01,0.5,7.17,10,0.1,19.98,147.789,5.43,1.28,48,623,0.1,0.84,0.474,0.0025,0.076,0.0005,0.05,0.05,0.05,0.00065,0.1,0.0035,0.02,240,240,,671,7.17,0.05,126.3,23,,223.29,2022-12-12,"2022","12","LC-03"
19,9.2,9.39,884,45,353.93,76.44,138.38,0.73,0.1,0.01,0.5,6.64,10,0.1,18.21,144.44,6.4,1.34,50,609,0.1,2.25,0.448,0.0025,0.087,0.0005,0.05,0.05,0.05,0.0005,0.1,0.0036,0.02,1100,460,,659,6.64,0.05,127.3,19,,245,2022-12-12,"2022","12","LC-04"
21,9.3,8.68,883,45,353.44,76.39,139.18,0.88,0.1,0.01,0.5,6.41,10,0.1,19.62,146.89,6.8,1.27,53,619,0.1,2.43,1.61,0.0025,0.075,0.0005,0.05,0.05,0.264,0.0005,0.1,0.0044,0.02,750,430,,672,6.41,0.053,125,23,,214.73,2022-12-12,"2022","12","LC-05"
